species	1	2	3	4	5	mean	rank	sd
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_oralis	0.27913999845066	0.237560400432676	0.261406430209739	0.232513219982379	0.156449257490084	0.233413861313108	1	0.0469468282050731
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillales_unclassified.g__Enhydrobacter.s__Enhydrobacter_aerosaccus	0.24481038448355	0.226099492613724	0.144945435984765	0.131951887548621	0.191091026617244	0.187779645449581	2	0.0492021066098938
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Moraxella.s__Moraxella_osloensis	0.118394111591134	0.292282372360927	0.114358020523284	0.219206248821876	0.173294097416712	0.183506970142787	3	0.0745521478186453
k__Eukaryota.p__Basidiomycota.c__Malasseziomycetes.o__Malasseziales.f__Malasseziaceae.g__Malassezia.s__Malassezia_restricta	0.132902265178694	0.211364544008237	0.0964994074804088	0.112238618660158	0.235928399344091	0.157786646934318	4	0.0621021448491071
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_accolens	0.0620737551502234	0.186671439469378	0.0952328160250959	0.0703080217355988	0.069841966153393	0.0968255997067379	5	0.0517537462503618
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_sicca	0.112024271890174	0.0976699956120502	0.0480515461879199	0.141538344191689	0.064552320392974	0.0927672956549613	6	0.0373130870318926
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_intermedia	0.109125175719448	0.0787843001629055	0.0915127091925493	0.111182663165973	0.0703936707315925	0.0921997037944936	7	0.018046969555188
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Propionibacterium_namnetense	0.0651882749115184	0.0927925562817074	0.107320212723158	0.069134643509748	0.0222400375267883	0.071335144990584	8	0.0324357110082857
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Finegoldia.s__Finegoldia_magna	0.0990901044697137	0.0877607188306088	0.0375786505817684	0.0701857139196216	0.0551255314803597	0.0699481438564145	9	0.0246682593003714
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_epidermidis	0.0916614084700599	0.0452353981136159	0.074867205702513	0.0652022669812632	0.067772354920912	0.0689477268376728	10	0.0167975896003351
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Brevundimonas.s__Brevundimonas_vesicularis	0.0216768050572988	0.054470351875833	0.110135785817016	0.0601100934181999	0.0829190827948299	0.0658624237926356	11	0.033038983457341
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas.s__Porphyromonas_gingivalis	0.0725802845170962	0.0386924578691739	0.0901821444626997	0.0729547164850163	0.0216066461835276	0.0592032499035028	12	0.0281155517350182
