Sub0946_1_c	Sub0945_1_n	Sub0944_1_n	Sub0944_1_f	Sub0943_1_f	Sub0946_2_c	Sub0945_2_n	Sub0944_2_n	Sub0944_2_f	Sub0943_2_f	Sub0919_2_c	Sub0919_2_f	Sub0916_2_c	Sub0871_2_n	Sub0871_2_f	Sub0914_2_n	Sub0869_2_c	Sub0912_2_n	Sub0912_2_f	Sub0911_2_n	Sub0911_2_f	Sub0908_2_c	Sub0908_2_f	Sub0907_2_n	Sub0906_2_c	Sub0906_2_n	Sub0906_2_f	Sub0905_2_n	Sub0903_2_n	Sub0901_2_n	Sub0901_2_f	Sub0899_2_n	Sub0898_2_n	Sub0898_2_f	Sub0897_2_c	Sub0897_2_f	Sub0896_2_f	Sub0894_2_f	Sub0892_2_c	Sub0886_2_n	Sub0886_2_f	Sub0885_2_f	Sub0884_2_f	Sub0978_2_n	Sub0883_2_c	Sub0883_2_n	Sub0883_2_f	Sub0864_2_c	Sub0878_2_c	Sub0877_2_c	Sub0877_2_n	Sub0877_2_f	Sub0977_2_c	Sub0982_2_f	Sub0975_2_f	Sub0974_2_c	Sub0974_2_f	Sub0971_2_n	Sub0971_2_f	Sub0970_2_n	Sub0969_2_n	Sub0969_2_f	Sub0968_2_c	Sub0968_2_n	Sub0981_2_n	Sub0981_2_f	Sub0966_2_f	Sub0965_2_c	Sub0965_2_n	Sub0965_2_f	Sub0964_2_f	Sub0963_2_c	Sub0962_2_c	Sub0960_2_c	Sub0960_2_f	Sub0959_2_n	Sub0959_2_f	Sub0956_2_n	Sub0956_2_f	Sub0955_2_n	Sub0955_2_f	Sub0954_2_n	Sub0953_2_f	Sub0952_2_n	Sub0951_2_f	Sub0950_2_c	Sub0949_2_f	Sub0999_2_c	Sub0996_2_c	Sub0995_2_c	Sub0994_2_c	Sub0989_2_c	Sub0988_2_f	Sub0983_2_n	Sub0983_2_f	Sub0942_2_n	Sub0942_2_f	Sub0939_2_c	Sub0939_2_n	Sub0939_2_f	Sub0938_2_n	Sub0938_2_f	Sub0937_2_n	Sub0937_2_f	Sub0936_2_n	Sub0936_2_f	Sub0935_2_f	Sub0932_2_n	Sub0932_2_f	Sub0931_2_c	Sub0931_2_n	Sub0931_2_f	Sub0930_2_c	Sub0930_2_n	Sub0930_2_f	Sub0929_2_c	Sub0928_2_c	Sub0928_2_n	Sub0928_2_f	Sub0927_2_f	Sub0926_2_n	Sub0924_2_f	Sub0923_2_f	Sub0872_2_n	Sub0921_2_c	Sub0921_2_n	Sub0920_2_c	Sub0919_1_c	Sub0919_1_f	Sub0916_1_c	Sub0871_1_n	Sub0871_1_f	Sub0914_1_n	Sub0869_1_c	Sub0912_1_n	Sub0912_1_f	Sub0911_1_n	Sub0911_1_f	Sub0908_1_c	Sub0908_1_f	Sub0907_1_n	Sub0906_1_c	Sub0906_1_n	Sub0906_1_f	Sub0905_1_n	Sub0903_1_n	Sub0901_1_n	Sub0901_1_f	Sub0899_1_n	Sub0898_1_n	Sub0898_1_f	Sub0897_1_c	Sub0897_1_f	Sub0896_1_f	Sub0894_1_f	Sub0892_1_c	Sub0886_1_n	Sub0886_1_f	Sub0885_1_c	Sub0885_1_f	Sub0884_1_f	Sub0978_1_n	Sub0883_1_c	Sub0883_1_n	Sub0883_1_f	Sub0878_1_c	Sub0877_1_c	Sub0877_1_n	Sub0877_1_f	Sub0977_1_c	Sub0982_1_f	Sub0975_1_f	Sub0974_1_c	Sub0974_1_n	Sub0974_1_f	Sub0971_1_n	Sub0971_1_f	Sub0970_1_n	Sub0969_1_n	Sub0969_1_f	Sub0968_1_c	Sub0968_1_n	Sub0981_1_n	Sub0981_1_f	Sub0966_1_f	Sub0965_1_c	Sub0965_1_n	Sub0965_1_f	Sub0964_1_f	Sub0963_1_c	Sub0962_1_c	Sub0960_1_c	Sub0960_1_f	Sub0959_1_n	Sub0959_1_f	Sub0956_1_n	Sub0956_1_f	Sub0955_1_n	Sub0955_1_f	Sub0954_1_n	Sub0953_1_f	Sub0952_1_n	Sub0951_1_f	Sub0950_1_c	Sub0949_1_f	Sub0999_1_c	Sub0996_1_c	Sub0995_1_c	Sub0994_1_c	Sub0989_1_c	Sub0988_1_f	Sub0983_1_n	Sub0983_1_f	Sub0942_1_n	Sub0942_1_f	Sub0939_1_c	Sub0939_1_n	Sub0939_1_f	Sub0938_1_n	Sub0938_1_f	Sub0937_1_n	Sub0937_1_f	Sub0936_1_n	Sub0936_1_f	Sub0935_1_f	Sub0932_1_n	Sub0932_1_f	Sub0931_1_c	Sub0931_1_n	Sub0931_1_f	Sub0930_1_c	Sub0930_1_n	Sub0930_1_f	Sub0929_1_c	Sub0928_1_c	Sub0928_1_n	Sub0928_1_f	Sub0927_1_f	Sub0926_1_n	Sub0924_1_f	Sub0923_1_f	Sub0872_1_n	Sub0921_1_c	Sub0921_1_n	Sub0921_1_f	Sub0920_1_c
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183	0	0	0	0.000205899917640033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.99999820000054e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05999837600065e-05	1.73999895600063e-05	0.0006846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000506099797560081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_cardiffensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.76999796900061e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_georgiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000118099964570011	0.000127800025560005	4.54999954500005e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.18999832400067e-05	4.9999970000018e-05	0.0005182	0	0	0	0	0	0	4.2e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5799983260005e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_hongkongensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35999959200012e-05	2.34000046800009e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001818	0	0	0	0	0	0	0	0	1.50000030000006e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii	0	0	0	1.19999952000019e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000922800369120148	0	0	0	0	0.000104499989550001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348200034820003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266899973310003	0	0	0	0	0	0	0.000235700070710021	0.000220700044140009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000404699838120065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71000111300033e-05	8.43999746800076e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis	0	0	0	9.51999619200152e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235199929440021	0.000237000047400009	0.000113599988640001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00701870280748112	0	0	0	0	0	0	0	0	0.0002855	0	0	6.45999806200058e-05	2.76000027600003e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48999930200014e-05	0	0	0	0	0	7.15999928400007e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00630389747844101	0.0064000961599423	0.0021986	0.000199599980040002	0	0	0	0	0	0	3.95000118500036e-05	2.95000059000012e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258319896672041	0	0	0	0	0	0	0	0	0	0	0	0.0002478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000617300185190056	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii	0	0	0	0.000108299956680017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36000027200005e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000216499935050019	0.000189700037940008	0.000198499980150002	0	0	0	0	0	0	0	0	0.000420299831880067	0.000121000024200005	0	0	0	0	0	3.63000072600015e-05	9.12999634800146e-05	5.44000326400196e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00216220086488035	0	0	0	0	0	0	0	0	0	0	0	7.32999780100066e-05	0.000210200021020002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55000045500005e-05	0	0	0	2.03999959200008e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000994099602360159	0.00103739937756037	0.005343	0.000216399978360002	0	0	0	0	0.000273799917860025	0	0	0	0	0	0	0	0	0	5.42e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714399714240114	0	0	0	0	0	0	0	0	0	0	0	0.0001185	0.000125400012540001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00194409961118008	0	0	0	0	0	0	0	0	0	0.0004126	0.000375400075080015	0.00150560045168014	0.00243559926932022	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_neuii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus	0	0	0	0.000136899945240022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35000047000009e-05	0	0	0	0.000127399961780011	0	0	0	0	0	0	0	0	0	0	0	1.45e-05	0	0	0	0	0.000295299911410027	0.000325500065100013	0.000202499979750002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000769599846080031	0.00356700142680057	0	0	0	0	0.000275499972450003	0	0	0	0	2.1e-05	0	0.000613999815800055	1.23000012300001e-05	0.0001036	0	0	0	0	0	0	0	0	0.00652050065205007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03000080600016e-05	0	0	0	0	0	0	0	0	0	0	2.11999957600008e-05	2.72999972700003e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.99999910000009e-07	0	0	0	0	0.000219899912040035	0.000238799856720086	0.0013711	9.9499990050001e-05	0	0	0	0	0	2.51e-05	8.32000249600075e-05	8.30000166000033e-05	0	6.89999931000007e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00208279979172002	0	0	0	0	0	0.00491710049171005	0.0121145951541619	0	0	0	0	0	0	0	0	0	0	0	0.0007369	1.96000019600002e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000206700062010019	8.21999753400074e-05	0	0	5.6000022400009e-06	0.000119600023920005	0	0	0	0
