species	1	2	3	4	5	mean	rank	sd
Pore	8.39374978166216	4.05363456610889	7.80136202393803	5.00244919508752	5.8949991688216	6.22923894712364	1	1.83757053397127
Spot	2.81239682413372	5.97801463944062	4.79053603458251	4.9315878580335	7.0209400839977	5.10669508803761	2	1.56668082885835
UVspot	3.98481882412275	4.16613626843459	3.27009930448261	4.30957977995263	6.20559460644383	4.38724575668728	3	1.09216271462581
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Atopobium.s__Atopobium_vaginae	3.62223313323744	2.15992956606725	4.51010611431744	4.12040527396002	3.4293779272602	3.56841040296847	4	0.894082537281537
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_gordonii	2.89091630883623	4.60861585537167	2.83195009271373	2.31233890378549	2.98200019995893	3.12516427213321	5	0.869289407235195
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_sicca	3.45367563662128	3.18889851760938	2.08693904681177	3.07648840985048	2.18662200078844	2.79852472233627	6	0.620414648914379
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_parasanguinis	3.33152117390907	3.85896258008499	1.38085368683133	3.08169732512077	1.28874549286562	2.58835605176235	7	1.17868258308803
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_flavescens	2.18295434342301	3.339657537531	2.53521100353251	2.08044827976416	1.95347240513156	2.41834871387645	8	0.558606287722871
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_mucosa	2.9107802504507	2.15851529079477	2.15681570001762	1.20299864426414	2.45864648084245	2.17755127327394	9	0.625936180458278
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Moraxella.s__Moraxella_osloensis	2.39387853388166	1.79185941812034	1.66420910708403	1.60412833925519	2.70294189509272	2.03140345868679	10	0.489164879824074
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_matruchotii	2.72368367042477	2.58217891485456	1.43303464628128	0.87452224503831	2.47067963915981	2.01681982315175	11	0.817148245950059
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillales_unclassified.g__Enhydrobacter.s__Enhydrobacter_aerosaccus	1.99714598282223	1.66404211121822	1.4022492540985	1.10232867213862	2.03677504106392	1.6405082122683	12	0.397233021019009
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Dolosigranulum.s__Dolosigranulum_pigrum	1.35235291029396	1.01620538846971	1.77063980164473	2.15816716223526	1.89833421540249	1.63913989560923	13	0.453915575667192
Lightening	1.89382248793324	1.86137097741427	1.9883869591224	1.14483709824809	1.12514419312995	1.60271234316959	14	0.429568211314627
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_parvula	0.635398664163497	3.02952328428685	1.65176514838813	0.835667566573234	1.68924938658376	1.56832080999909	15	0.943904636920697
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_sanguinis	1.11727639470869	1.93810019496318	1.1486183091362	0.850198975538325	1.78739291213056	1.36831735729539	16	0.46904495971448
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Cutibacterium_granulosum	1.7529043636658	1.05793254280579	1.41575424796354	1.18336936679933	1.21387452030874	1.32476700830864	17	0.271602347988577
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_denticola	1.84409960591773	2.15947852473535	1.63048000854542	0.326637102618954	0.543497489965145	1.30083854635652	18	0.81604114687563
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_melaninogenica	0.820362747355447	1.78356177408212	0.785541070838154	0.968356169427638	2.10928823262297	1.29342199886527	19	0.610997257889979
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_salivarius	1.08950341331716	1.73414446836996	0.718471532246756	2.19730158947136	0.320544136123806	1.21199302790581	20	0.757747218287891
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas.s__Pseudomonas_fragi	1.28386158614662	0.950024695272556	0.553083286345	1.32179361552944	1.66518634968149	1.15478990659502	21	0.421020758097531
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Gardnerella.s__Gardnerella_vaginalis	0.916966635692977	0.770088251978845	1.16080248958597	1.36460761045107	1.36582496323127	1.11565799018803	22	0.267158263943708
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Propionibacterium_namnetense	1.13561500426754	0.604388507386209	1.04817854247988	1.16039922474293	1.11969419334758	1.01365509444483	23	0.232563624425584
Melanin	0.765587461334303	0.478533304215067	0.887741684432836	1.5805454718947	0.952468125531748	0.932975209481731	24	0.405064622566064
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella.s__Gemella_sanguinis	0.659593180440446	1.5993607847011	0.196314000219326	0.879199977937217	1.27639580321238	0.922172749302095	25	0.543535467998972
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_dentocariosa	1.37895949520943	0.400567958068572	0.962222734632206	0.977646554602825	0.807186384553095	0.905316625413225	26	0.352564977482615
k__Eukaryota.p__Basidiomycota.c__Malasseziomycetes.o__Malasseziales.f__Malasseziaceae.g__Malassezia.s__Malassezia_restricta	0.616677820204557	1.33286128027016	0.236222629134286	0.624257681917469	1.58977547165772	0.879958976636839	27	0.560815602000673
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_johnsonii	0.992917286566181	1.01184236440324	0.362560697485275	1.0257490862694	0.75521180638825	0.829656248222469	28	0.283733403541904
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Myoviridae.g__Myoviridae_unclassified.s__Erwinia_phage_vB_EamM_Y2	1.10380143388429	1.4317631218862	0.478216957469392	0.742111201954327	0.282060865891659	0.807590716217172	29	0.465373034398862
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_oralis	0.590945127836544	0.820264661844749	0.581501132534268	1.11753540679583	0.902435166630445	0.802536299128367	30	0.225358539356746
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_accolens	0.371440698968154	0.917230978379227	0.460782248673998	1.42626984654608	0.797251133402659	0.794594981194024	31	0.419687462710731
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Chryseobacterium.s__Chryseobacterium_haifense	1.14335817479746	0.842577385075527	0.281270135202082	0.255319191664579	1.36710808809836	0.777926594967601	32	0.501158890238479
Texture	0.138711991183372	0.916598416581683	0.336049125324928	0.542102049346212	1.73805491159137	0.734303298805512	33	0.630679300999862
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Aerococcus.s__Aerococcus_viridans	0.600296922049601	1.17851284170958	0.382184081545976	1.044536242428	0.342580757674966	0.709622169081625	34	0.382724773139251
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Psychrobacter.s__Psychrobacter_sp_1501_2011	0.70294694508525	0.506732506491463	0.734099284108683	0.90336204793602	0.603409328086324	0.690110022341548	35	0.148930010290217
